# epoch00,   epoch01,   epoch02,   epoch03,   epoch04,   epoch05,   epoch06,   epoch07,   epoch08,   epoch09,   epoch10,   epoch11,   epoch12,   epoch13,   epoch14,   epoch15,   epoch16,   epoch17,   epoch18,   epoch19,   epoch20,   epoch21,   epoch22,   epoch23,   epoch24,   epoch25,   epoch26,   epoch27,   epoch28,   epoch29,   epoch30,   epoch31,   epoch32,   epoch33,   epoch34,   epoch35,   epoch36,   epoch37,   epoch38,   epoch39,   epoch40,   epoch41,   epoch42,   epoch43,   epoch44,   epoch45,   epoch46,   epoch47,   epoch48,   epoch49
  3908,  3823,  1172,  3218,  1643,   135,  3452,  3416,  1037,   132,  2450,    76,   131,   867,  2328,  1751,   523,  3968,  1312,  1306,  4188,  3343,   788,  3389,   239,  2349,   581,  1355,   580,  1142,   844,  3547,  2257,  1124,   116,  1141,  3081,   566,  2013,  2283,  3913,   336,  4134,  3104,  2224,  1370,   928,  2750,  1427,   706
  3909,  1129,  4008,   328,  3425,   356,  3098,  3402,  2494,    80,  1261,  3968,  1861,   641,   119,  1977,  3848,  2511,  2779,  2775,   763,  2014,  2102,  3530,   320,  2846,  2464,   163,  1942,  2035,   884,   205,  3693,  3046,   994,  3065,  1246,  4168,  4159,  1012,  1712,  2231,   985,  1859,   360,   337,  2209,  4278,  2831,  3695
  3910,  2903,  2161,  2738,  1171,  1173,   658,  4210,  2586,  4154,  1697,  1258,  2059,   961,   844,  2730,  2704,  4069,  3977,   611,  1276,  1565,  1867,  4188,    86,  1970,  2602,  2867,  3199,  4117,  2851,  1146,  2564,    18,  1388,  1935,  2479,  1623,  1251,  1585,  3663,  1797,  1061,  3362,   644,   703,  3002,  2009,  2203,  2841
  3911,  2055,  3092,  3506,  1444,  3747,  3992,   997,  3117,  3449,   999,  3866,   506,  1075,   661,  1668,  2426,  1027,  2009,   881,  1842,   873,  1438,  1798,  3733,   302,  1340,  1726,    59,  2591,  2954,  2232,   703,   424,  2435,  1057,  3447,  2295,  4175,  3730,  3778,  1151,  3174,   800,  3988,   626,  1959,  3372,  4213,  2736
  3912,  3018,   189,  3261,  4183,  2149,  2275,  1620,  1872,  1091,   886,  1525,  3777,  2254,  1698,  2136,  1780,    89,  4077,  2185,  1634,  4063,  3389,  2801,  2150,   635,  3616,  1035,  3128,  3631,   482,   866,  3243,   370,  1343,  3391,  1107,  1969,  3868,   841,  3561,   630,  3012,   408,  2643,  1220,   130,  3813,  2251,  4035
  3913,  3983,   646,   227,  1364,  4104,  4014,  3790,  3145,  2904,  1196,   405,  1124,  1260,  3263,  1142,  3798,  2751,  2273,  2043,  2184,  4234,  1844,  1998,  2300,  1188,  3419,   328,  3759,  1166,  1946,   154,  1586,   926,  3920,  1075,  1854,  3955,  1033,  1136,  4242,  1195,  2822,  1003,    45,  2218,  3972,  2117,  2595,  1722
  3914,  3006,  2536,  2214,  1565,  2165,  3254,  4247,  3044,  2127,  2769,   334,   341,  1379,  1445,  2706,   227,  1067,  2549,  2249,  1010,   999,  1650,  2883,  1620,   767,  2259,  3211,  4238,   509,  1583,   480,  1034,  1351,  2372,  1938,   509,  3835,  3190,   943,  1563,   356,  3470,  2701,  3095,  3758,  2519,  3462,  1349,  2694
  3915,   951,  2747,   652,   863,   506,  3658,  1599,  1145,   505,  3645,  3315,  1570,   136,  1064,  3033,   501,   414,  1335,  3042,   420,  3022,  2003,  4292,  1380,  1575,   340,  3710,  3001,  2571,   490,  1865,  3665,   260,  4250,  1931,  1511,  3532,  3087,  1515,   614,  3311,  2625,  2825,  1496,  3546,  1450,  3835,  1685,   796
  3916,  1967,   708,  1479,  3071,  2376,  2154,  1956,  2377,  2460,  3465,  2626,   711,  3693,  4189,  3133,   460,  3030,  2559,   682,  3469,  4106,   428,  1414,  3379,   577,  2720,   357,  1778,   457,  2632,  1679,  3522,  2565,  3254,  1314,   213,  3637,  4154,  1182,  3576,   996,  3780,  3097,  3934,  3760,  3300,  4245,   164,  2780
  3917,   129,  1845,  4106,  1651,  1969,  3731,  2049,  2588,  2782,   703,  2332,  4002,  3311,   208,  2756,  4236,  3458,  1495,  4199,  3593,  1887,  2525,  4083,  3732,  1951,  1694,   291,  3177,   619,  2728,  1818,  1289,  3187,  3074,  3340,  1691,   175,  1139,   420,   237,   247,  2466,  4002,   231,  3890,  1500,  1107,  1482,  2272
  3918,  3794,  1284,   900,   554,   311,   870,   156,  3731,  3636,  2512,  2184,  3620,  2123,   118,  1946,  1098,  4178,   998,  3116,  3845,  1056,    51,  3615,  1017,    28,  3221,  1908,     1,   602,   722,  1969,  3613,   501,  2055,  1767,  1440,  3603,  4158,  2062,   160,  1103,  2926,  2216,  2418,  1134,  2201,  2498,  3455,  4087
  3919,  4063,  3652,  3712,   214,  1570,  2816,   578,  2638,  2208,  3600,   325,   551,  2590,  4222,  1173,  2298,  3544,  2812,  3978,  1058,  2162,  1707,  3264,  1067,  2794,  3280,  2187,  1630,  2308,  2070,  3329,  1328,  1713,   906,  1832,  3750,   188,  2543,  1135,  3673,  3969,  1478,   177,  2592,  2956,  2630,  4044,  1713,   109
  3920,  2219,  2440,   906,  2510,   155,  1862,  2380,  1308,   896,   838,  1371,  3421,  1561,   294,  2926,  1428,  4300,   192,   888,  2904,  3123,   759,   236,  3888,  1699,   740,  1141,  1928,  3575,   799,   802,  3064,    99,  2076,  1140,  1207,  1084,  1207,   867,  1354,   993,  2948,    80,  1253,  2510,  1763,  4029,  4122,   434
  3921,  1156,  3216,   580,   267,  2440,  3796,   616,  2423,   341,  2799,  4062,  2638,   744,   851,  3537,    12,  1417,  3403,    21,   166,   805,  2301,   382,  4049,  2076,  1886,  4043,  1424,  2312,  4244,  3883,   681,  1388,    63,   155,  3680,   420,  1042,  3876,  3272,  1725,  2670,  1471,  2199,  3092,    22,  3074,  1745,   350
  3922,  2645,  2299,  1301,   982,  1365,   162,   599,  1652,  3262,  3243,  1571,  1897,  3809,    69,  4044,  3990,  2320,  3542,  3134,  1835,   760,  1164,  2751,  3097,   317,  3383,   657,  2404,  1134,  2890,  2973,  3227,  3536,   215,  1441,  1082,  2785,  3464,  3433,  3369,  2049,   576,  2894,    94,  2203,  1260,  2481,  3162,  3801
  3923,  3007,  2277,   786,  1512,   565,  2477,  3198,  2428,  2068,  2233,   959,  3013,  2174,  2887,  3303,   309,  3674,  3715,  2122,  3989,  3412,   121,   699,  2298,  3602,  3181,  3696,   801,  1239,    90,  3891,  2226,  1690,  1840,  2856,   241,  2209,  3203,   761,  1060,  1844,  3667,  2329,  2876,  2245,  1122,  3908,  2195,  2772
  3924,   746,  3746,  1502,  1919,  3659,   391,  2855,   322,  3236,  2412,  2686,  2315,   543,  3295,  2879,  1393,  4244,    33,  1304,   183,  1394,  1694,  3415,   216,  2334,  1867,   228,  3972,  3910,  2266,   548,  2383,   931,  3284,  2555,  3718,   208,  4030,   536,  3316,  3965,  4274,  2229,  3630,  1598,  3204,  2456,  3956,  2629
  3925,  1825,   369,   379,  3715,  1578,   231,  3465,  3277,  2101,  2084,  3322,  1912,   690,  4278,  1162,  4218,  1176,   821,    15,  1779,  2188,  1834,  1920,  2934,  2648,  3595,  1143,  3264,  2737,  1030,  1176,   279,  3520,  2107,  2741,   995,    61,   175,  1815,  2448,  3086,  2047,  1992,  1126,    19,    48,  1176,   207,  3222
  3926,  4013,  3581,  2347,   788,  1153,  2561,  3199,   955,  2472,  4024,  3561,  3011,  3977,  1119,  3727,  1852,  2331,  2936,  2261,   221,  2346,  2900,  1890,   625,  2822,  2213,   619,  3559,    26,  2335,  1210,  3842,  3397,   889,  1895,   629,   883,  1411,  3668,  2437,   222,  3814,   780,  2875,  3463,  1138,   339,  3054,  1741
  3927,  2373,  3729,   283,  3198,  4003,  2774,  4006,   233,   670,    51,  3811,   320,  3024,  3128,  4120,   965,  4240,  2952,  2984,  3809,  3727,  2642,   716,   231,  1640,  1568,   132,  3003,  2878,  3375,   479,  3187,  3269,  1170,  2530,  2668,  4037,  2349,  3989,  1905,  3691,  2323,  1679,    51,   521,  2532,  4011,  1896,   482
  3928,   143,  3011,  3198,   802,  3926,  1528,  2215,  2323,  3694,  2477,   907,  1768,  1320,  3068,  3740,   477,  2033,  3313,  3651,  3794,  1576,    40,   316,  2410,  2868,  1760,  3695,  2833,  2799,   397,   433,  1244,  2505,  2356,  3269,  1939,  1173,  2750,   345,  3160,  4259,  2734,  1151,    92,  2170,  2737,  3845,   979,  1927
  3929,  2414,  3007,  1578,  2785,  2377,   304,  4093,  1703,   386,  3099,  2405,  1288,  3529,  1224,  2690,  2188,  1624,  1557,   964,   946,  2311,  3429,    17,   912,  1274,   877,  2603,  3050,  2503,  3766,  1680,  2157,   442,   558,  1964,   438,  3388,  3367,  1574,  3115,  4299,  4031,  1037,  2458,  3594,  3541,  2366,  1664,   505
  3930,   813,  3054,  1706,  1358,  4242,  4137,   868,  1517,  3570,   305,  3048,  3670,  2059,  2129,   858,  1017,  3720,  2376,  1973,   678,  2402,  2159,  4267,    78,  3745,  3362,  3875,  4248,  2843,  2868,  1350,  1910,  3067,  1559,  1979,  3885,  1796,  3452,  2488,  2156,  2864,  1063,   436,  1482,  2505,   224,  3429,  2925,  1446
  3931,   856,  1353,    65,  2928,  3897,  2896,   996,  2499,   861,  3529,  4175,  3055,  2695,   513,  2228,  2371,  3707,  2518,   858,   727,  1484,   450,  3865,  2745,   930,  4283,  1146,   279,  1171,  3723,  3978,  2204,   403,   108,  1203,   485,  2548,  3437,   411,  2999,   718,   185,  2658,   959,  2236,  1114,  3869,  2187,   687
  3932,   970,  2367,  3220,  3313,  4053,  1227,  2334,  2743,   584,  3682,  1662,    80,  1106,  1289,  3112,  2053,  1785,  1426,  3121,  3546,   377,  2822,    55,  2025,  2725,   622,  2630,   175,  1395,   907,  3032,  3199,  1892,  4237,   504,   142,  3524,  3480,  4025,  1538,   801,    67,   450,  2977,   490,  1276,  1514,   592,    40
  3933,  2299,  3432,   451,  1790,   801,  2833,  3496,   785,  1508,  1249,   906,  1583,  2857,  2456,  3111,  3105,  1059,   897,  2519,  4245,  4261,  3900,  3048,  3299,  2331,  3083,   736,  3757,  2518,  1009,  3054,  2496,   161,  3303,  1752,  3613,  1788,  3943,  1434,  4211,  2513,  3346,  3837,   564,  3841,  1474,  3130,    15,  2546
  3934,   464,  3405,  4219,   694,  1230,  1410,   580,   679,  3006,  2513,   404,  1319,  3951,   917,   926,  1945,  1314,  2428,  2335,  3610,    32,  2091,  2314,  2827,  1533,  2935,   937,  2647,   661,  1677,  1746,  3993,  1759,  4048,  2323,  4053,  3196,  2217,  1300,  1128,  1553,  3719,   998,  1070,  1180,  3150,  1706,  2894,  1921
  3935,  2527,  1109,  3959,  2626,    51,  3588,  1500,   527,  3833,  1884,  4014,  3864,   708,  1808,  1244,  2899,  3270,  3035,  3646,   831,  2792,  3969,  2420,   948,  1905,  3462,  3880,  3454,  1290,  2206,  2046,   233,  3110,  2015,  2529,  3644,  3476,   146,  1415,   838,  1925,   337,   352,  3520,  3655,  3336,  3001,   229,  2252
  3936,   448,  1636,  3901,   159,  3722,  3983,  2094,   965,  2465,  3438,  2892,   922,  2136,  3151,   603,   130,   397,  2141,  1336,  4296,   567,   212,  3577,  1862,  1668,  3073,  1176,  1483,  3451,  3424,  3086,  4284,   626,  1562,   903,  1397,  3052,  4118,  3240,  1135,  3879,    37,  3346,  3215,   273,   508,  2800,  1580,  2357
  3937,   636,  2801,  2777,  2328,  1132,   945,  2188,  4117,  3950,  2749,  4057,  4248,    59,  3989,  3577,  3167,  1588,  1779,  4127,  1698,  2102,  1790,  2288,  3055,  1845,  1096,  1225,  2396,   968,  1740,  3059,  1364,   674,  1314,  3176,   612,  4199,  2017,  2717,  1559,  1811,  2333,  2255,  1131,  2485,  1390,  2415,   376,   757
  3938,  2144,  1015,   463,  2018,  1647,  2503,   550,  2766,  2350,  1007,  1988,  2074,  2919,  2880,  2289,   954,  4161,  3638,  1512,  2384,  3361,  2758,  3000,   158,   209,   612,   240,  2186,  4147,  1416,  1981,   428,  1748,  1896,  3899,  3694,  2957,  3834,  1628,  1059,  3188,  1129,  3655,  1951,   548,  4073,  1309,  2996,   548
  3939,   852,   976,  2281,  3055,   793,  1790,   467,    60,   616,  2643,  2785,  2973,   768,  3612,  3123,   259,  3537,  1465,    45,  3247,  2883,  2142,  2465,  2526,  1807,  2921,  2343,  3666,  3135,  3442,  3765,  1997,  2697,  1800,  2166,   245,  4090,   995,   437,   931,  2078,   120,  2768,  4000,  1614,  1391,   110,  3480,  4255
  3940,  1442,  2710,  1574,  3983,  2423,  1026,  2313,  2244,  1316,  2065,  1280,   695,  3015,  2045,  2819,  3999,  2770,  2065,  4010,  4129,  2236,  3383,  2680,  1652,  1618,  4180,  3087,  3470,    58,  1468,  1695,    31,  1997,  2553,  3452,  3833,  2649,  2177,  3436,  1177,  3932,     7,   326,  3931,  3440,   393,   222,  2527,  2264
  3941,  3332,  4090,  3527,  2839,  2000,   531,  1439,  4236,  3428,  1509,  2726,  3081,   118,  3442,   877,  4240,  1562,  3670,  4282,  2170,  2335,   352,  1518,   834,  1835,   360,  1391,  1511,   497,   253,  1783,    90,  4260,  3257,  3179,  2715,  2610,  1239,  3687,  1226,  3344,  3877,  2496,  2343,  1446,  1984,   552,  1706,   545
  3942,  4154,  3689,   417,  2598,   981,  4120,  1757,   802,  2935,  1235,  3782,  3230,  1955,  3305,   297,   364,  1392,  1884,   275,  1623,  1946,  3034,  3724,  2890,  4173,  4060,  3834,  3440,  2534,  1115,  1015,  2754,  1585,  1006,   810,  3032,  2792,  2582,  3915,    55,  2573,  2038,  1427,   956,  2080,   432,   672,  1577,   571
  3943,  2897,   220,   911,  1072,  1846,  3737,  1689,  1928,   840,   826,  3636,  2639,  2226,  2009,  1055,  2121,  2087,  4190,  2060,  3659,  4045,  2498,  2528,  1437,  4094,   978,  2830,  3573,  3808,  2606,  1754,  2341,  4181,  2776,   556,  3505,  2072,   612,  1239,   570,  3976,  2588,  4301,  2261,  4182,  1760,  4025,   907,   741
  3944,  2952,  3243,   780,  4225,  3973,  1237,  1131,   688,  2601,  3968,   748,  1095,  4302,  2172,  4138,  3914,  3980,  2858,  2703,  2845,  2343,    16,  2303,  3766,   104,  3411,  2878,  1922,   510,  1626,  4171,  2900,  2200,  1898,   614,  3952,  1329,  2223,  1141,  2627,  1317,  3990,  1079,  2634,   930,   518,  2830,  3895,  2099
  3945,   822,  2913,  3334,   723,  3513,  1638,   426,  4098,  3237,  3262,  3277,  3839,  3913,  3542,  1482,  2686,  2936,  2804,  4285,  3349,  1063,  1360,  2380,  2753,   585,  3119,  3290,  2559,   524,  3609,  2330,  2136,  2544,   665,  3355,  2897,  1675,  1917,  1125,  2927,  2741,   763,  2434,  3677,  1923,  3842,  2884,  3855,  3387
  3946,    78,  3696,  2167,  2576,  3581,  4111,  2900,  2409,  3035,   777,    11,  2311,  1578,  2482,  1071,  3324,  1365,  1826,   154,  2155,   615,  3522,  1579,   974,  3862,   525,  1846,  1780,  1081,   696,  1112,  2909,  2288,  3199,  1786,  2767,  1208,  2677,  4196,  1850,   284,   517,  2367,   615,   849,  3236,  1281,   462,   238
  3947,  3909,   816,  2301,   832,  4286,  2151,  4283,  1956,   479,  1980,  3431,  2488,  1475,  3088,  2436,   465,  1264,  1568,  3949,  1305,  2918,  4292,  3407,  3063,  3514,  2721,   809,    41,  3411,  1646,  1877,  3869,  1277,  1442,  4249,  1762,  3648,  3743,  1325,  2972,   201,   705,   220,  3913,   102,  2275,  2341,  3265,  3494
  3948,   307,   948,  1584,   350,   469,   261,  3408,   282,  1391,  3553,  3747,   293,  3798,  1625,  4118,  2805,   422,   807,  2558,  3693,  2094,  2030,  2878,   575,  3983,  1486,  1190,   677,   717,  1172,   453,    68,   625,  1152,  1583,   700,  3793,  2157,  3405,   142,  4100,  1096,  3921,  3046,  3766,  1409,  3839,   785,  2168
  3949,  2989,  3026,  3782,    31,    18,   749,  1812,  1709,  2948,  1160,  1845,   574,  3435,   683,  2137,  3845,  2476,  1676,  2565,  3710,  3670,  2495,  2783,  1777,  1031,  1273,  2900,  4016,   285,  2809,  4061,  3701,  3868,  3644,  1226,  2578,  1366,  3887,   613,   208,  4143,  2046,  1766,  1854,  3815,  1520,   396,   908,   668
  3950,   591,  3292,  2171,   416,   258,  4009,  2805,  3109,  3759,  2204,   732,   191,  3964,  1017,  4192,  2127,   964,  3980,  3402,  4217,   554,  4050,  3774,   639,  1068,  2425,   544,  1835,   652,  1222,  3457,  1367,  3237,  3776,  2344,  1070,    40,  2424,  2977,   858,  1086,  1178,  1626,  3114,  2678,  3968,  3220,  3342,  1632
  3951,  3475,  2246,   341,  1363,  4237,  4199,   992,  1379,  4028,  3896,  2805,  3236,  3379,  3343,  1097,  4117,  1795,  1066,  1089,  2813,   405,   456,    64,   255,  1832,  2191,  1732,   604,  4245,  3683,  4120,  1042,  1521,   890,  2279,  1020,  3674,  1010,  2096,  3588,   112,  2144,  1852,  1133,  3244,  3388,  1654,  3389,   748
  3952,  3136,   382,  4204,  1148,  3498,   481,   396,  3415,  1124,    63,  4225,   792,  1769,  2578,    17,  3065,   868,  3204,    33,  2404,  2244,  3090,  2959,  2088,  3463,   474,  1039,  2783,  1027,  2443,  2913,  2418,   814,  1923,    81,  2769,  3546,  1532,  3995,  2509,  3412,  2602,   292,  1024,  1949,  3531,  1726,  4153,  1562
  3953,   554,  1815,  2915,  3259,  2713,  1294,   155,  2759,   587,   755,  3562,  2719,  1278,  2305,  2577,  3281,  3477,  2808,   641,  2559,  2544,  2035,  3943,   587,  3520,  2605,  4223,  1389,  2733,  1700,   808,  3763,   631,  4164,  2649,  4251,  1176,  1076,  1923,  2708,   491,  3679,  3858,  4213,  3578,   260,  3040,  1816,  2329
  3954,  3704,  2558,  2406,  1530,  2627,  2300,  2254,  2978,  2056,  3479,  1613,  2509,  3034,    71,   959,  4031,  4302,   727,   656,  3218,  1996,  2277,  1968,  4113,  1741,   958,  1104,   847,  2133,  3084,  2829,  3156,  3723,   676,  3313,  4241,  1288,  3180,  2748,  3063,  3342,  1888,  2653,  3181,  1563,  2389,  3493,  3924,  2869
  3955,  2255,   913,   657,  3952,  1537,  4102,  4214,  3939,  2695,  2213,  4043,  4240,  1070,  2582,  3140,  3588,  3834,   523,  1272,  2983,  2266,  3951,  1808,  1642,  2183,  1127,  2800,  4265,  3871,  2995,  3880,  3582,  4059,   514,  3842,   614,  1817,  2617,  3293,  4056,  2510,  2940,  2901,  1651,  2011,  3907,  3506,  3794,  2178
  3956,  2132,  1016,   374,   110,  2848,  3898,  1254,  2316,  2084,  1723,   963,  1974,  2451,  1440,  2689,   625,  2235,  1929,  3036,  2125,  3832,  2996,  2809,  2702,   149,  3965,  1839,  3663,   284,  3621,  1273,  2192,  2081,  3595,  2168,  2137,  3741,  1601,  2532,  4087,  2053,   802,  2800,  1950,  3043,   985,   311,   128,   983
  3957,   638,   874,  1170,  3615,  3113,  2947,  3072,  1846,  4140,   759,  2178,  2911,  3526,  3730,  1922,  4245,  1391,  1508,  1862,   204,   765,  2205,   176,  2316,  1725,  3415,  2647,  1119,  2609,  4159,  1074,  1614,   426,  1550,  2058,  2458,  1667,  1957,  1867,  1078,  3694,  3700,  2904,  2944,   506,  3467,  2344,   774,     4
  3958,  2752,  2231,    46,  2133,  3452,   789,   470,  1119,   843,  3563,   237,  4129,  3887,  3604,  1557,  2702,  1475,  3823,    97,  3464,  2782,  2150,    20,  3846,  2804,   969,  2050,  1920,  1951,  3642,  4264,  1270,   879,   760,  1142,  4072,   383,  3779,  2998,  1488,  1142,  3081,   843,  1743,    38,  1438,  1857,  2269,  2143
  3959,   915,   731,  3911,  1203,   735,  2838,   820,  4202,   646,  3771,  1750,  1169,  2316,   162,   681,    46,  2489,  4087,  2737,  2579,  3187,   657,  1916,  3746,   309,   361,  1663,  2389,  3813,  1674,   332,   154,  3854,  3883,   704,  1659,  4256,  1486,  2281,  4249,  2617,  4011,  2864,    21,   992,  3959,  4270,  1203,  4064
  3960,  3539,  1839,  1377,   523,   836,  2313,  4141,  2401,  4246,    31,  2995,  2406,  1327,    38,  1589,  2646,  1167,  1396,  1080,   251,    45,  1264,  1591,  3156,  2482,   888,   958,  2333,  2524,  3119,  3189,  3570,  4171,  3956,  1765,  3279,  1728,   535,  3127,  3439,  2149,  2288,  2705,  4216,  1616,  3004,  4018,  3491,  1559
  3961,  4035,   600,  2327,  2769,  1851,  2419,   669,  3068,  2910,   917,  4181,  3172,  1732,  1879,  3004,  3713,  3650,  3915,   213,    75,  2138,  3608,  2611,  3040,  3245,   127,  1958,  2879,  2131,   754,  4196,   964,  2425,   957,  2509,  3897,   541,  1363,   114,  1204,  2159,   379,  3172,  2678,  3669,  2155,   436,   418,    43
  3962,  3215,  2773,   817,   146,  1340,  3554,   380,   473,   900,  3283,  1678,  4155,  1750,  2130,  1976,  3156,  4011,  3862,  1394,   364,   368,  2042,  3079,  1503,  3016,  2717,   356,  1754,   194,  2609,  2513,   503,  2879,  1591,  2895,  3625,  3474,  1059,   997,  3755,  2102,  3874,  3484,  3065,  3846,  2152,  1927,  4046,  4142
  3963,  1703,  3381,  3704,  2161,   616,  3425,  1108,  3380,  1544,  4259,  3855,  3661,  1134,  2988,  3811,   662,   348,  2899,  3189,  1567,  1021,  2322,  3947,  3178,  3418,  4294,  3441,  3850,  2127,  2969,  3327,  2420,  3493,  1587,  3482,   577,  1657,  2433,  3611,  1788,  1220,   176,  2317,   865,   862,  1504,   135,  3586,   797
  3964,   212,  4168,  2964,    85,  1767,  1315,  4130,  2118,  2921,  2492,  1207,  2208,  2692,  3058,  1286,  2705,  2573,  3968,  3652,   721,   171,  2593,  1157,  4001,  1262,  1494,   444,   783,  1782,    66,  3357,  2996,   331,  2975,    13,  2362,   770,  2258,  2015,  3528,  2455,  1255,  2295,  2276,  1090,  2374,  2587,  3668,  1231
  3965,  2831,  1206,  2401,  1990,  2578,   914,  1975,   213,  1410,  3751,  4006,  4160,  1184,  3496,  1442,   341,   469,  2035,   166,  1123,  2831,  3021,  1637,  2668,  1140,   182,   822,   924,   966,  3693,  3694,    70,  3527,  2666,  1325,   124,  1975,  2179,  1384,   860,  3406,  2422,  1505,  1367,  2116,   202,  3942,   250,    10
  3966,  2813,   265,  2544,  2876,  3464,  3371,  4183,   390,  4201,  2496,   711,  1978,  4269,  4185,   278,   602,  3127,  4222,  1909,  2525,  1469,  3329,  2678,   773,  3356,  2441,  3969,  4284,  2913,   231,  1883,   540,  3844,  2278,  2894,  1355,   722,   277,  1573,  2984,  3853,   658,  2582,  3935,   622,  3606,   744,  4243,  2756
  3967,  3613,   782,  4099,  2271,  2374,  3338,  1222,  2895,  2628,  3377,  3838,   975,  4059,  4138,   341,   439,  2995,  1548,  1339,   502,  1895,  2111,  3586,  3811,  3502,  3765,  1178,  3897,  2574,   122,   335,  1857,  1102,  2678,  1121,  1842,  3632,   309,  2075,  4228,  1559,  3892,  1247,  2398,  3111,  2487,  3415,  3396,  3609
  3968,  3416,   783,  3038,  1849,  1902,    73,  3281,  1354,  2248,  3042,   870,  3152,   234,   540,  1931,  1037,  3993,   590,  1077,  3273,  1078,  3809,  3886,  1297,  1408,  1665,  3984,   170,  3914,  4169,  2236,  2382,  1362,   920,  1597,  2861,  4173,  4196,  1320,   702,   259,  4129,   910,   532,   162,  3550,  2682,  1693,  3534
  3969,  2737,  2720,  3090,  4042,  1909,  3038,  1667,  1860,  2002,  2292,  1937,  3626,  2730,  2565,  1715,  2196,  4039,   370,  3354,  2568,   681,  1789,  1918,  2032,  2387,  3251,  3719,  2914,  1209,  1223,  1375,  1724,  1015,   280,  1491,  1165,  3595,  2544,  2304,  1967,  1089,  2980,   226,  3101,  1771,  2924,  2419,   479,   377
  3970,  2245,  1744,  2859,  2698,  1940,  2459,  2108,  3317,  2267,  2937,   246,  1825,  1220,  3360,  2910,  3633,  1870,  4023,  3899,  3523,  2713,  2906,  3732,  3605,  3468,   873,  4234,  1961,  2898,  2386,  1330,  2116,  2718,  3238,  3347,  3418,    85,  1937,  3421,  2598,   644,  3779,  3105,   314,  3991,  2707,   885,  1341,  3065
  3971,  2186,  3212,  2471,  1159,   653,   803,  2096,  4111,   447,  3392,  1030,  2768,  3063,   724,  2578,  1634,  1170,  2668,  3287,  3128,  3712,  4039,  2229,  4145,  3146,  2665,  1549,  3951,  3943,  3803,  2928,  1207,  1646,  2424,  2580,  4131,  1485,  1036,   655,  3459,  2063,  1365,  2895,   155,  3486,  1917,  3472,   117,  2558
  3972,   817,  1676,   130,  3388,  2284,  1950,  3467,  3173,  4017,  2944,  1747,  1573,  2714,  1726,  2592,  3867,  2094,  3875,  2521,  1181,  1280,   333,  3913,  1100,  2887,  1605,   453,  1518,  1991,  4013,  3610,  3978,   788,  2094,   595,  2940,  3509,  1898,    91,  2704,  3393,  2864,  3077,  4107,  3564,  2965,  3629,  3919,  3383
  3973,  4028,   502,  4031,  2467,   550,  2181,  3981,  2714,  3612,  1881,  1215,  2934,   461,   152,   239,   557,   808,   302,  3863,  1330,  4035,  2543,  2609,  1066,  1769,  1733,  2550,   291,   583,  2059,   477,  1679,  2400,   135,  2218,  2980,  2978,  3523,  2953,   483,  3919,  1899,  1777,  3103,  1855,  2838,  3440,   518,  1986
  3974,  2009,   873,  4140,  3828,   364,  1273,    73,  2843,  1183,  4214,   692,  3197,  4183,  1925,  2067,   515,  1949,  1706,  1247,  2335,   123,  3015,   249,   645,  2360,   240,  2339,  2913,  1352,  1329,   709,   805,   118,  1182,  2957,  2486,  1949,  2809,   659,  1726,  4140,  3887,  2748,   573,  1430,  1148,   778,  3902,  4137
  3975,   318,   281,  2621,   822,   626,  1041,   680,   912,  2292,   737,  3999,  2775,   853,  3667,  1296,  4256,  1691,  2879,  1876,   656,  3399,   781,  3301,   979,  2908,  1808,   745,   978,  3164,  1901,  3625,  2222,  4152,  3360,  2706,    16,   140,  2960,  3714,  2372,  3477,  1667,  2924,  3991,  1222,  3777,   424,  3205,   534
  3976,  4288,  2068,  1635,  4028,   445,  1169,  1273,   508,  3729,  2636,  3358,   126,  4061,   923,  2749,  3695,  3735,  1535,  3034,  1409,  3464,  2908,  3956,  3754,  1138,   161,  3706,  3417,  2433,   420,    86,  1760,   916,  2029,  2601,  2433,  1976,  1801,  3875,   538,  2998,  2660,  2917,  1195,  1369,   446,  3168,  3616,   550
  3977,  3902,   383,  2523,   237,  1253,   596,  1113,  1024,  1095,   557,  3396,   422,   934,  2185,  4188,  1930,  2639,  3022,  1535,  1208,  3358,  3400,  2974,  2855,   521,  2002,  3098,   121,  1665,  1270,   923,   218,  2600,   933,  1030,  1468,  3841,  3065,   196,  1017,  2075,  2049,  1889,  3950,  1836,  1926,  2546,  3864,   162
  3978,   538,  3439,  3094,  1362,  1235,  4301,  1387,  3689,   809,  1407,  3203,  3707,  3055,   400,  3281,  3176,  3444,  3997,  3785,   596,  2822,   675,   156,  2901,  3012,   721,  1402,  3481,  3148,  2420,   735,  1361,   990,   820,   876,  2842,  3663,   781,  1055,   333,  2090,  1476,  3474,   390,  3218,  2472,   448,  3157,  3472
  3979,  3495,   547,  3129,  3938,  3159,  2086,  2437,  1875,   947,  3784,  1211,  1209,   312,   236,  2419,  2720,  3000,  1125,  3009,  1721,  2253,  3942,  3164,   287,  2089,   153,  2861,  1225,  3935,  3217,  3898,  2808,  1382,  3973,  2276,  1793,    43,  2763,  1268,    71,  1520,  2586,  2910,  2416,  3433,  2731,  1868,  1493,   154
